movie_id,title,year,genre,country,tomatometer,audience_score,critics_consensus
100597,The Emerald Gate (2022),2024,Fantasy,Spain,72,82,"Enjoyable, though slightly predictable at times."
100598,Iron Heart (2023),2017,Drama,Germany,61,66,Ambitious but struggles with pacing.
100599,Deep Sea Secret (2024),2003,Documentary,India,59,56,A decent effort with some flashes of brilliance.
100600,Sapphire Seas: The Beginning,2014,Animation,South Korea,94,98,A masterclass in filmmaking that resonates deeply.
100601,The Emerald Gate 2,2021,Action,Spain,18,31,Better left for late-night cable TV.
100602,Return of The Digital Frontier,2002,Drama,USA,31,38,Better left for late-night cable TV.
100603,The Legend of Desert Rose,2012,Drama,Spain,30,15,Better left for late-night cable TV.
100604,Escape from The Digital Frontier,2002,Fantasy,Australia,89,91,"Enjoyable, though slightly predictable at times."
100605,Deep Sea Secret (2005),2007,Action,Australia,64,61,A decent effort with some flashes of brilliance.
100606,The Pearl Diver (2006),2014,Horror,South Korea,37,42,A disappointing mess that fails to find its footing.
100607,Cyber City 2077 (2007),2011,Romance,Germany,24,38,A disappointing mess that fails to find its footing.
100608,Ruby Red Skies (2008),2013,Drama,Germany,77,88,Solid performances and a compelling narrative.
100609,Diamond Dust (2009),2011,Romance,USA,13,23,A disappointing mess that fails to find its footing.
100610,The Pearl Diver: The Beginning,2007,Romance,Germany,79,77,A well-crafted experience that mostly lands.
100611,Island Paradise Lost 2,2007,Romance,Canada,32,45,Better left for late-night cable TV.
100612,Return of Silicon Valley Dreams,2002,Horror,Canada,20,30,A disappointing mess that fails to find its footing.
100613,The Legend of The Diamond Heist,2003,Sci-Fi,USA,95,85,Visually stunning and emotionally gripping.
100614,Escape from Midnight in Kyoto,2009,Comedy,Australia,80,79,"Enjoyable, though slightly predictable at times."
100615,Modern Warfare: The Silent Movie (2015),2011,Action,USA,51,61,Passable entertainment for fans of the genre.
100616,Whispers in the Wind (2016),2013,Animation,Spain,36,21,A disappointing mess that fails to find its footing.
100617,Hidden Truths (2017),2003,Comedy,Australia,60,49,Passable entertainment for fans of the genre.
100618,Neon Pulse (2018),2010,Documentary,Canada,11,13,A disappointing mess that fails to find its footing.
100619,Ruby Red Skies (2019),2004,Action,India,64,54,Ambitious but struggles with pacing.
100620,Desert Rose: The Beginning,2020,Romance,Canada,100,100,A masterclass in filmmaking that resonates deeply.
100621,Velocity Zero 2,2000,Horror,Canada,86,76,"Enjoyable, though slightly predictable at times."
100622,Return of The Emerald Gate,2016,Comedy,USA,21,12,Better left for late-night cable TV.
100623,The Legend of Ancient Riddles,2016,Sci-Fi,Australia,20,26,Visually dull and narratively confusing.
100624,Escape from The Pearl Diver,2018,Comedy,Australia,88,100,"Enjoyable, though slightly predictable at times."
100625,Neon Pulse (2000),2014,Animation,Germany,22,9,Better left for late-night cable TV.
100626,The Pearl Diver (2001),2022,Drama,South Korea,99,100,A masterclass in filmmaking that resonates deeply.
100627,Sapphire Seas (2002),2016,Fantasy,Canada,28,26,Visually dull and narratively confusing.
100628,Last Train to Paris (2003),2011,Animation,Spain,23,27,Better left for late-night cable TV.
100629,Silicon Valley Dreams (2004),2021,Documentary,Japan,65,51,A decent effort with some flashes of brilliance.
100630,Eternal Sands: The Beginning,2000,Romance,Australia,36,45,Visually dull and narratively confusing.
100631,Hidden Truths 2,2017,Thriller,South Korea,13,25,Better left for late-night cable TV.
100632,Return of Forgotten Memories,2009,Romance,France,37,30,Visually dull and narratively confusing.
100633,The Legend of Beyond the Clouds,2024,Fantasy,France,22,23,Visually dull and narratively confusing.
100634,Escape from Ruby Red Skies,2008,Animation,Germany,36,21,Visually dull and narratively confusing.
100635,The Great Gatsby V2 (2010),2011,Thriller,USA,39,32,A disappointing mess that fails to find its footing.
100636,The Urban Jungle (2011),2015,Drama,France,52,67,Ambitious but struggles with pacing.
100637,Quantum Leap (2012),2010,Romance,Canada,86,74,Solid performances and a compelling narrative.
100638,Modern Warfare: The Silent Movie (2013),2020,Comedy,Germany,79,69,Solid performances and a compelling narrative.
100639,The Emerald Gate (2014),2006,Action,Spain,18,5,Visually dull and narratively confusing.
100640,Platinum Soul: The Beginning,2013,Documentary,Germany,22,9,Visually dull and narratively confusing.
100641,The Ghost Ship 2,2005,Horror,France,84,85,A well-crafted experience that mostly lands.
100642,Return of Silver Bullet,2007,Romance,Australia,95,100,A masterclass in filmmaking that resonates deeply.
100643,The Legend of Last Train to Paris,2021,Thriller,USA,30,33,Better left for late-night cable TV.
100644,Escape from Ruby Red Skies,2019,Action,Spain,84,85,"Enjoyable, though slightly predictable at times."
100645,Midnight in Kyoto (2020),2011,Sci-Fi,South Korea,55,58,Ambitious but struggles with pacing.
100646,Silicon Valley Dreams (2021),2023,Documentary,Australia,98,96,A masterclass in filmmaking that resonates deeply.
100647,Mountain Peak High (2022),2019,Documentary,UK,60,50,Ambitious but struggles with pacing.
100648,Platinum Soul (2023),2007,Romance,India,60,57,Passable entertainment for fans of the genre.
100649,Iron Heart (2024),2012,Action,Australia,85,76,Solid performances and a compelling narrative.
100650,Iron Heart: The Beginning,2017,Romance,Canada,48,45,Visually dull and narratively confusing.
100651,Cyber City 2077 2,2020,Action,UK,61,63,A decent effort with some flashes of brilliance.
100652,Return of Ruby Red Skies,2024,Fantasy,UK,47,55,A disappointing mess that fails to find its footing.
100653,The Legend of Eternal Sands,2017,Horror,Australia,12,8,A disappointing mess that fails to find its footing.
100654,Escape from Sapphire Seas,2013,Romance,India,20,10,Visually dull and narratively confusing.
100655,The Diamond Heist (2005),2024,Action,South Korea,37,42,Visually dull and narratively confusing.
100656,Sapphire Seas (2006),2003,Documentary,Canada,57,42,Ambitious but struggles with pacing.
100657,Forgotten Memories (2007),2022,Romance,UK,13,8,A disappointing mess that fails to find its footing.
100658,Last Train to Paris (2008),2002,Sci-Fi,Canada,80,84,Solid performances and a compelling narrative.
100659,Quantum Leap (2009),2005,Romance,Japan,94,100,Visually stunning and emotionally gripping.
100660,The Urban Jungle: The Beginning,2002,Action,France,94,100,A masterclass in filmmaking that resonates deeply.
100661,Quantum Leap 2,2004,Romance,UK,92,98,Visually stunning and emotionally gripping.
100662,Return of Eternal Sands,2008,Romance,UK,52,55,A decent effort with some flashes of brilliance.
100663,The Legend of Cyber City 2077,2002,Thriller,Australia,40,39,Visually dull and narratively confusing.
100664,Escape from Starship Avalon,2019,Comedy,Australia,38,51,Visually dull and narratively confusing.
100665,Modern Warfare: The Silent Movie (2015),2014,Animation,Canada,52,59,Passable entertainment for fans of the genre.
100666,Desert Rose (2016),2014,Thriller,Germany,19,10,Visually dull and narratively confusing.
100667,Bronze Age Chronicles (2017),2024,Drama,Australia,77,73,"Enjoyable, though slightly predictable at times."
100668,Golden Empire (2018),2020,Comedy,Spain,70,57,"Enjoyable, though slightly predictable at times."
100669,Hidden Truths (2019),2002,Action,South Korea,30,22,A disappointing mess that fails to find its footing.
100670,Bronze Age Chronicles: The Beginning,2023,Thriller,USA,12,22,Better left for late-night cable TV.
100671,The Emerald Gate 2,2001,Documentary,UK,96,94,A masterclass in filmmaking that resonates deeply.
100672,Return of Diamond Dust,2000,Drama,France,13,16,A disappointing mess that fails to find its footing.
100673,The Legend of The Last Samurai Rising,2013,Horror,UK,53,41,Passable entertainment for fans of the genre.
100674,Escape from Iron Heart,2016,Documentary,South Korea,44,39,A disappointing mess that fails to find its footing.
100675,Forgotten Memories (2000),2022,Documentary,France,45,47,A disappointing mess that fails to find its footing.
100676,Quantum Leap (2001),2013,Sci-Fi,Canada,31,22,A disappointing mess that fails to find its footing.
100677,Forgotten Memories (2002),2019,Action,Canada,75,79,A well-crafted experience that mostly lands.
100678,The Last Samurai Rising (2003),2012,Horror,Australia,65,66,Passable entertainment for fans of the genre.
100679,Beyond the Clouds (2004),2004,Thriller,India,88,76,"Enjoyable, though slightly predictable at times."
100680,Midnight in Kyoto: The Beginning,2009,Sci-Fi,Australia,25,33,A disappointing mess that fails to find its footing.
100681,Last Train to Paris 2,2023,Romance,UK,61,66,Passable entertainment for fans of the genre.
100682,Return of Cosmic Drift,2012,Fantasy,France,57,61,Passable entertainment for fans of the genre.
100683,The Legend of Last Train to Paris,2010,Animation,Australia,20,17,A disappointing mess that fails to find its footing.
100684,Escape from Neon Pulse,2005,Drama,Spain,67,82,Passable entertainment for fans of the genre.
100685,The Emerald Gate (2010),2018,Romance,UK,20,30,Better left for late-night cable TV.
100686,Quantum Leap (2011),2019,Comedy,France,85,97,A well-crafted experience that mostly lands.
100687,The Emerald Gate (2012),2009,Documentary,India,32,28,Visually dull and narratively confusing.
100688,Beyond the Clouds (2013),2005,Horror,India,99,100,A modern classic that redefines its genre.
100689,Cosmic Drift (2014),2011,Action,Germany,16,11,Visually dull and narratively confusing.
100690,Platinum Soul: The Beginning,2020,Thriller,Australia,73,59,"Enjoyable, though slightly predictable at times."
100691,Silicon Valley Dreams 2,2008,Fantasy,UK,24,10,Visually dull and narratively confusing.
100692,Return of Ancient Riddles,2007,Fantasy,India,25,29,Visually dull and narratively confusing.
100693,The Legend of Island Paradise Lost,2006,Fantasy,South Korea,50,38,Ambitious but struggles with pacing.
100694,Escape from Iron Heart,2022,Action,India,84,86,Solid performances and a compelling narrative.
100695,The Ghost Ship (2020),2011,Drama,India,80,92,A well-crafted experience that mostly lands.
100696,Whispers in the Wind (2021),2001,Documentary,Spain,58,54,Ambitious but struggles with pacing.
100697,Platinum Soul (2022),2000,Romance,Canada,32,32,Better left for late-night cable TV.
100698,Golden Empire (2023),2019,Animation,India,49,56,Visually dull and narratively confusing.
100699,Hidden Truths (2024),2016,Horror,Japan,72,69,"Enjoyable, though slightly predictable at times."
100700,Last Train to Paris: The Beginning,2018,Drama,South Korea,24,34,A disappointing mess that fails to find its footing.
100701,The Urban Jungle 2,2016,Action,Australia,63,73,Ambitious but struggles with pacing.
100702,Return of The Diamond Heist,2009,Horror,South Korea,97,96,A masterclass in filmmaking that resonates deeply.
100703,The Legend of Under the Moonlight,2015,Thriller,Australia,68,58,Passable entertainment for fans of the genre.
100704,Escape from Ancient Riddles,2006,Animation,Canada,98,92,A modern classic that redefines its genre.
100705,Silver Bullet (2005),2024,Horror,France,77,82,A well-crafted experience that mostly lands.
100706,The Emerald Gate (2006),2014,Thriller,UK,80,75,A well-crafted experience that mostly lands.
100707,Golden Empire (2007),2003,Fantasy,India,51,50,Passable entertainment for fans of the genre.
100708,Platinum Soul (2008),2018,Fantasy,Australia,57,55,Passable entertainment for fans of the genre.
100709,Iron Heart (2009),2006,Horror,France,11,5,Visually dull and narratively confusing.
100710,Arctic Chill: The Beginning,2016,Sci-Fi,UK,72,86,"Enjoyable, though slightly predictable at times."
100711,Beyond the Clouds 2,2015,Animation,South Korea,43,29,Better left for late-night cable TV.
100712,Return of The Urban Jungle,2016,Action,Spain,70,81,"Enjoyable, though slightly predictable at times."
100713,The Legend of Sapphire Seas,2006,Sci-Fi,UK,21,18,Better left for late-night cable TV.
100714,Escape from Island Paradise Lost,2018,Horror,Japan,22,14,Visually dull and narratively confusing.
100715,Beyond the Clouds (2015),2008,Thriller,Spain,73,59,A well-crafted experience that mostly lands.
100716,Ancient Riddles (2016),2000,Sci-Fi,USA,47,42,Visually dull and narratively confusing.
100717,Beyond the Clouds (2017),2014,Fantasy,Canada,48,45,Visually dull and narratively confusing.
100718,Midnight in Kyoto (2018),2020,Sci-Fi,UK,81,81,A well-crafted experience that mostly lands.
100719,Silicon Valley Dreams (2019),2006,Fantasy,Germany,35,25,A disappointing mess that fails to find its footing.
100720,Silver Bullet: The Beginning,2024,Thriller,Australia,11,5,Visually dull and narratively confusing.
100721,Cosmic Drift 2,2004,Fantasy,USA,36,37,A disappointing mess that fails to find its footing.
100722,Return of Parallel Worlds,2012,Fantasy,Germany,50,60,A decent effort with some flashes of brilliance.
100723,The Legend of Arctic Chill,2002,Fantasy,Canada,47,44,Visually dull and narratively confusing.
100724,Escape from The Diamond Heist,2020,Drama,Germany,50,43,A decent effort with some flashes of brilliance.
100725,Neon Pulse (2000),2022,Comedy,USA,80,89,"Enjoyable, though slightly predictable at times."
100726,Sapphire Seas (2001),2022,Comedy,Japan,46,60,Better left for late-night cable TV.
100727,Sapphire Seas (2002),2009,Documentary,South Korea,46,36,A disappointing mess that fails to find its footing.
100728,Arctic Chill (2003),2016,Drama,South Korea,30,15,Visually dull and narratively confusing.
100729,Arctic Chill (2004),2002,Horror,Germany,90,90,A modern classic that redefines its genre.
100730,Velocity Zero: The Beginning,2013,Drama,UK,25,20,Visually dull and narratively confusing.
100731,Platinum Soul 2,2013,Horror,South Korea,98,99,A masterclass in filmmaking that resonates deeply.
100732,Return of Modern Warfare: The Silent Movie,2012,Animation,South Korea,24,36,Better left for late-night cable TV.
100733,The Legend of Neon Pulse,2001,Comedy,South Korea,90,77,Visually stunning and emotionally gripping.
100734,Escape from Ruby Red Skies,2002,Action,USA,15,7,Visually dull and narratively confusing.
100735,The Urban Jungle (2010),2001,Documentary,Japan,58,50,Passable entertainment for fans of the genre.
100736,Cosmic Drift (2011),2003,Sci-Fi,UK,99,96,A modern classic that redefines its genre.
100737,The Pearl Diver (2012),2000,Sci-Fi,Canada,57,55,A decent effort with some flashes of brilliance.
100738,Sapphire Seas (2013),2011,Drama,France,38,48,Better left for late-night cable TV.
100739,Ruby Red Skies (2014),2008,Thriller,France,77,69,"Enjoyable, though slightly predictable at times."
100740,Shadow of the Colossus: The Beginning,2012,Sci-Fi,Germany,51,38,Passable entertainment for fans of the genre.
100741,Beyond the Clouds 2,2018,Horror,Australia,78,87,"Enjoyable, though slightly predictable at times."
100742,Return of Forgotten Memories,2010,Comedy,Australia,86,98,"Enjoyable, though slightly predictable at times."
100743,The Legend of Under the Moonlight,2021,Thriller,South Korea,26,19,Visually dull and narratively confusing.
100744,Escape from Ruby Red Skies,2007,Action,Canada,33,19,Better left for late-night cable TV.
100745,Starship Avalon (2020),2023,Fantasy,India,39,44,Visually dull and narratively confusing.
100746,Arctic Chill (2021),2008,Fantasy,UK,35,21,Visually dull and narratively confusing.
100747,Golden Empire (2022),2008,Thriller,South Korea,66,52,Passable entertainment for fans of the genre.
100748,Starship Avalon (2023),2017,Romance,Germany,99,100,Visually stunning and emotionally gripping.
100749,Sapphire Seas (2024),2012,Fantasy,Canada,87,93,Solid performances and a compelling narrative.
100750,Parallel Worlds: The Beginning,2017,Thriller,Germany,47,61,Better left for late-night cable TV.
100751,The Great Gatsby V2 2,2022,Thriller,India,78,80,Solid performances and a compelling narrative.
100752,Return of Forgotten Memories,2021,Animation,Canada,67,79,A decent effort with some flashes of brilliance.
100753,The Legend of Deep Sea Secret,2023,Thriller,India,92,92,Visually stunning and emotionally gripping.
100754,Escape from Iron Heart,2023,Animation,USA,42,44,Visually dull and narratively confusing.
100755,Golden Empire (2005),2013,Horror,Germany,21,34,A disappointing mess that fails to find its footing.
100756,Arctic Chill (2006),2016,Comedy,Spain,69,59,A decent effort with some flashes of brilliance.
100757,The Diamond Heist (2007),2011,Fantasy,Canada,37,52,Visually dull and narratively confusing.
100758,Silver Bullet (2008),2001,Romance,India,17,26,Visually dull and narratively confusing.
100759,Ancient Riddles (2009),2002,Horror,Spain,76,77,A well-crafted experience that mostly lands.
100760,Iron Heart: The Beginning,2000,Horror,USA,30,33,Visually dull and narratively confusing.
100761,Midnight in Kyoto 2,2019,Romance,Spain,69,72,Ambitious but struggles with pacing.
100762,Return of The Urban Jungle,2022,Fantasy,Japan,28,39,Better left for late-night cable TV.
100763,The Legend of Deep Sea Secret,2001,Fantasy,Canada,28,38,A disappointing mess that fails to find its footing.
100764,Escape from The Ghost Ship,2021,Thriller,Germany,99,97,Visually stunning and emotionally gripping.
100765,Velocity Zero (2015),2005,Action,India,51,38,Ambitious but struggles with pacing.
100766,Arctic Chill (2016),2014,Comedy,India,75,66,"Enjoyable, though slightly predictable at times."
100767,Quantum Leap (2017),2002,Sci-Fi,Canada,44,37,Visually dull and narratively confusing.
100768,Deep Sea Secret (2018),2004,Sci-Fi,Spain,63,64,A decent effort with some flashes of brilliance.
100769,Bronze Age Chronicles (2019),2011,Fantasy,India,78,87,A well-crafted experience that mostly lands.
100770,Starship Avalon: The Beginning,2015,Drama,USA,64,65,Passable entertainment for fans of the genre.
100771,The Diamond Heist 2,2002,Documentary,Australia,66,69,Passable entertainment for fans of the genre.
100772,Return of Sapphire Seas,2024,Action,UK,36,28,Visually dull and narratively confusing.
100773,The Legend of Golden Empire,2018,Thriller,Australia,82,72,Solid performances and a compelling narrative.
100774,Escape from The Emerald Gate,2003,Documentary,Germany,87,86,A well-crafted experience that mostly lands.
100775,Starship Avalon (2000),2009,Romance,Canada,11,8,Visually dull and narratively confusing.
100776,Midnight in Kyoto (2001),2022,Documentary,Spain,83,81,A well-crafted experience that mostly lands.
100777,Deep Sea Secret (2002),2019,Thriller,India,21,34,A disappointing mess that fails to find its footing.
100778,Velocity Zero (2003),2019,Drama,South Korea,70,72,A well-crafted experience that mostly lands.
100779,Ruby Red Skies (2004),2015,Documentary,USA,68,60,Passable entertainment for fans of the genre.
100780,The Digital Frontier: The Beginning,2007,Comedy,USA,72,73,A well-crafted experience that mostly lands.
100781,Shadow of the Colossus 2,2007,Drama,India,48,55,Better left for late-night cable TV.
100782,Return of Cosmic Drift,2016,Animation,Canada,76,61,A well-crafted experience that mostly lands.
100783,The Legend of Platinum Soul,2019,Documentary,France,19,14,A disappointing mess that fails to find its footing.
100784,Escape from Cyber City 2077,2008,Horror,France,90,86,A modern classic that redefines its genre.
100785,Hidden Truths (2010),2013,Animation,UK,83,70,"Enjoyable, though slightly predictable at times."
100786,Silver Bullet (2011),2015,Fantasy,UK,27,30,A disappointing mess that fails to find its footing.
100787,Hidden Truths (2012),2009,Thriller,UK,18,10,Visually dull and narratively confusing.
100788,Bronze Age Chronicles (2013),2016,Documentary,USA,15,27,A disappointing mess that fails to find its footing.
100789,The Pearl Diver (2014),2024,Animation,USA,65,65,A decent effort with some flashes of brilliance.
100790,Under the Moonlight: The Beginning,2017,Action,USA,97,84,A masterclass in filmmaking that resonates deeply.
100791,Mountain Peak High 2,2005,Sci-Fi,France,11,17,A disappointing mess that fails to find its footing.
100792,Return of The Digital Frontier,2001,Action,Spain,77,84,"Enjoyable, though slightly predictable at times."
100793,The Legend of Iron Heart,2001,Comedy,USA,50,35,Ambitious but struggles with pacing.
100794,Escape from Neon Pulse,2014,Drama,UK,71,78,"Enjoyable, though slightly predictable at times."
100795,Modern Warfare: The Silent Movie (2020),2015,Sci-Fi,Spain,85,84,A well-crafted experience that mostly lands.
100796,The Diamond Heist (2021),2024,Documentary,Canada,59,46,A decent effort with some flashes of brilliance.
100797,Ruby Red Skies (2022),2012,Comedy,Canada,11,6,A disappointing mess that fails to find its footing.
100798,Modern Warfare: The Silent Movie (2023),2022,Horror,Canada,41,34,Better left for late-night cable TV.
100799,Mountain Peak High (2024),2015,Fantasy,South Korea,51,61,Passable entertainment for fans of the genre.
100800,Midnight in Kyoto: The Beginning,2012,Documentary,USA,69,69,A decent effort with some flashes of brilliance.
100801,Under the Moonlight 2,2020,Fantasy,Spain,26,27,Visually dull and narratively confusing.
100802,Return of Cosmic Drift,2020,Romance,Canada,78,82,"Enjoyable, though slightly predictable at times."
100803,The Legend of Shadow of the Colossus,2000,Action,Japan,16,23,Visually dull and narratively confusing.
100804,Escape from Silver Bullet,2015,Sci-Fi,Spain,32,44,Visually dull and narratively confusing.
100805,Beyond the Clouds (2005),2023,Horror,Canada,62,57,A decent effort with some flashes of brilliance.
100806,Ancient Riddles (2006),2013,Action,UK,81,73,"Enjoyable, though slightly predictable at times."
100807,Beyond the Clouds (2007),2007,Documentary,UK,97,100,A modern classic that redefines its genre.
100808,The Great Gatsby V2 (2008),2004,Comedy,Germany,91,83,Visually stunning and emotionally gripping.
100809,The Digital Frontier (2009),2021,Documentary,UK,42,43,Better left for late-night cable TV.
100810,Velocity Zero: The Beginning,2017,Romance,Japan,33,24,Visually dull and narratively confusing.
100811,Golden Empire 2,2020,Horror,Australia,75,71,Solid performances and a compelling narrative.
100812,Return of Hidden Truths,2014,Horror,South Korea,40,47,A disappointing mess that fails to find its footing.
100813,The Legend of Golden Empire,2022,Thriller,Japan,42,40,Better left for late-night cable TV.
100814,Escape from The Pearl Diver,2020,Romance,France,37,49,Better left for late-night cable TV.
100815,Parallel Worlds (2015),2011,Romance,Canada,55,68,Ambitious but struggles with pacing.
100816,The Pearl Diver (2016),2023,Sci-Fi,Japan,66,65,Passable entertainment for fans of the genre.
100817,Cyber City 2077 (2017),2016,Animation,Japan,81,67,A well-crafted experience that mostly lands.
100818,Cosmic Drift (2018),2001,Documentary,India,88,86,Solid performances and a compelling narrative.
100819,The Ghost Ship (2019),2018,Horror,South Korea,37,37,Better left for late-night cable TV.
100820,Island Paradise Lost: The Beginning,2002,Drama,UK,93,100,A masterclass in filmmaking that resonates deeply.
100821,The Emerald Gate 2,2003,Fantasy,South Korea,63,77,Ambitious but struggles with pacing.
100822,Return of Silicon Valley Dreams,2008,Romance,UK,46,37,Visually dull and narratively confusing.
100823,The Legend of Quantum Leap,2003,Action,South Korea,80,82,A well-crafted experience that mostly lands.
100824,Escape from Desert Rose,2020,Thriller,UK,60,70,Passable entertainment for fans of the genre.
100825,The Ghost Ship (2000),2015,Fantasy,France,46,40,Visually dull and narratively confusing.
100826,Quantum Leap (2001),2012,Fantasy,UK,69,77,Passable entertainment for fans of the genre.
100827,Parallel Worlds (2002),2021,Fantasy,UK,45,31,Visually dull and narratively confusing.
100828,Neon Pulse (2003),2019,Action,Japan,83,87,"Enjoyable, though slightly predictable at times."
100829,Velocity Zero (2004),2010,Horror,Canada,67,60,Ambitious but struggles with pacing.
100830,Midnight in Kyoto: The Beginning,2021,Thriller,Japan,78,89,A well-crafted experience that mostly lands.
100831,Ancient Riddles 2,2020,Action,Canada,33,33,A disappointing mess that fails to find its footing.
100832,Return of Neon Pulse,2023,Action,Germany,43,29,Better left for late-night cable TV.
100833,The Legend of Hidden Truths,2014,Comedy,UK,32,47,Better left for late-night cable TV.
100834,Escape from The Emerald Gate,2022,Romance,Australia,51,41,Passable entertainment for fans of the genre.
100835,Mountain Peak High (2010),2019,Romance,India,80,85,A well-crafted experience that mostly lands.
100836,Parallel Worlds (2011),2023,Sci-Fi,USA,64,55,A decent effort with some flashes of brilliance.
100837,Beyond the Clouds (2012),2007,Thriller,South Korea,37,22,Visually dull and narratively confusing.
100838,Ancient Riddles (2013),2023,Fantasy,India,68,55,Ambitious but struggles with pacing.
100839,The Pearl Diver (2014),2013,Comedy,Japan,95,87,A modern classic that redefines its genre.
100840,The Diamond Heist: The Beginning,2004,Fantasy,Germany,18,28,A disappointing mess that fails to find its footing.
100841,Arctic Chill 2,2009,Comedy,France,18,29,Better left for late-night cable TV.
100842,Return of Mountain Peak High,2003,Action,South Korea,17,26,A disappointing mess that fails to find its footing.
100843,The Legend of Sapphire Seas,2020,Romance,Canada,59,50,A decent effort with some flashes of brilliance.
100844,Escape from Island Paradise Lost,2021,Animation,Germany,43,28,Visually dull and narratively confusing.
100845,The Ghost Ship (2020),2020,Horror,India,28,29,Better left for late-night cable TV.
100846,The Diamond Heist (2021),2007,Sci-Fi,South Korea,76,87,"Enjoyable, though slightly predictable at times."
100847,The Diamond Heist (2022),2001,Fantasy,Japan,57,65,Ambitious but struggles with pacing.
100848,Sapphire Seas (2023),2013,Romance,Canada,90,96,A modern classic that redefines its genre.
100849,Bronze Age Chronicles (2024),2023,Fantasy,Japan,72,80,"Enjoyable, though slightly predictable at times."
100850,Last Train to Paris: The Beginning,2010,Drama,Japan,48,55,A disappointing mess that fails to find its footing.
100851,Midnight in Kyoto 2,2015,Horror,Canada,46,38,Better left for late-night cable TV.
100852,Return of Midnight in Kyoto,2008,Animation,UK,16,15,Better left for late-night cable TV.
100853,The Legend of Parallel Worlds,2022,Comedy,India,59,70,Ambitious but struggles with pacing.
100854,Escape from Last Train to Paris,2014,Animation,Australia,75,90,"Enjoyable, though slightly predictable at times."
100855,Silicon Valley Dreams (2005),2019,Drama,Canada,98,91,A modern classic that redefines its genre.
100856,Sapphire Seas (2006),2001,Animation,South Korea,38,51,Better left for late-night cable TV.
100857,The Last Samurai Rising (2007),2001,Sci-Fi,Australia,68,60,Passable entertainment for fans of the genre.
100858,Desert Rose (2008),2005,Drama,Spain,51,44,Ambitious but struggles with pacing.
100859,Midnight in Kyoto (2009),2024,Action,Germany,12,13,Better left for late-night cable TV.
100860,Diamond Dust: The Beginning,2011,Thriller,UK,25,15,Visually dull and narratively confusing.
100861,Iron Heart 2,2011,Documentary,India,37,31,Better left for late-night cable TV.
100862,Return of Eternal Sands,2001,Comedy,India,63,54,Ambitious but struggles with pacing.
100863,The Legend of Last Train to Paris,2016,Fantasy,India,59,74,Ambitious but struggles with pacing.
100864,Escape from Forgotten Memories,2008,Action,UK,17,10,A disappointing mess that fails to find its footing.
100865,Beyond the Clouds (2015),2003,Fantasy,Spain,91,80,A modern classic that redefines its genre.
100866,Bronze Age Chronicles (2016),2007,Thriller,Canada,95,87,Visually stunning and emotionally gripping.
100867,The Urban Jungle (2017),2015,Romance,South Korea,82,85,A well-crafted experience that mostly lands.
100868,Shadow of the Colossus (2018),2019,Documentary,Australia,80,92,A well-crafted experience that mostly lands.
100869,Deep Sea Secret (2019),2015,Romance,Canada,67,77,A decent effort with some flashes of brilliance.
100870,Ancient Riddles: The Beginning,2021,Sci-Fi,France,82,74,A well-crafted experience that mostly lands.
100871,Neon Pulse 2,2021,Action,UK,51,41,Passable entertainment for fans of the genre.
100872,Return of Deep Sea Secret,2008,Action,India,90,80,A modern classic that redefines its genre.
100873,The Legend of Platinum Soul,2023,Thriller,Japan,34,36,A disappointing mess that fails to find its footing.
100874,Escape from Last Train to Paris,2020,Documentary,UK,68,81,Ambitious but struggles with pacing.
100875,Golden Empire (2000),2024,Fantasy,USA,11,14,Visually dull and narratively confusing.
100876,Diamond Dust (2001),2003,Action,South Korea,88,76,A well-crafted experience that mostly lands.
100877,Neon Pulse (2002),2021,Horror,Spain,66,74,Ambitious but struggles with pacing.
100878,The Pearl Diver (2003),2020,Action,France,76,79,Solid performances and a compelling narrative.
100879,Starship Avalon (2004),2021,Animation,South Korea,52,65,Passable entertainment for fans of the genre.
100880,Quantum Leap: The Beginning,2004,Action,Japan,39,29,Better left for late-night cable TV.
100881,The Digital Frontier 2,2011,Documentary,Germany,73,66,Solid performances and a compelling narrative.
100882,Return of Silver Bullet,2018,Drama,Germany,66,72,A decent effort with some flashes of brilliance.
100883,The Legend of Ruby Red Skies,2023,Comedy,Germany,33,31,Visually dull and narratively confusing.
100884,Escape from Beyond the Clouds,2022,Drama,Canada,92,80,Visually stunning and emotionally gripping.
100885,Whispers in the Wind (2010),2021,Fantasy,Spain,62,50,Ambitious but struggles with pacing.
100886,Deep Sea Secret (2011),2001,Documentary,India,25,23,A disappointing mess that fails to find its footing.
100887,Golden Empire (2012),2002,Comedy,Germany,55,55,Passable entertainment for fans of the genre.
100888,Ancient Riddles (2013),2022,Documentary,Japan,39,26,A disappointing mess that fails to find its footing.
100889,Ancient Riddles (2014),2003,Drama,Australia,27,39,Visually dull and narratively confusing.
100890,Forgotten Memories: The Beginning,2016,Fantasy,USA,65,54,Passable entertainment for fans of the genre.
100891,Iron Heart 2,2000,Thriller,India,10,7,A disappointing mess that fails to find its footing.
100892,Return of Quantum Leap,2020,Sci-Fi,USA,80,85,Solid performances and a compelling narrative.
100893,The Legend of Iron Heart,2002,Action,Canada,41,39,Visually dull and narratively confusing.
100894,Escape from Forgotten Memories,2016,Action,Australia,38,31,A disappointing mess that fails to find its footing.
100895,Modern Warfare: The Silent Movie (2020),2022,Romance,Germany,98,84,Visually stunning and emotionally gripping.
